형태소,품사,분류,카운트
재미있구요,Adjective,10.0,2
재미있기는,Adjective,9.0,1
재미있기는,Adjective,10.0,1
재미있긴,Adjective,7.0,1
재미있긴,Adjective,8.0,1
재미있긴,Adjective,9.0,1
재미있네,Adjective,9.0,1
재미있네,Adjective,10.0,3
재미있네여,Adjective,10.0,2
재미있네요,Adjective,8.0,2
재미있네요,Adjective,9.0,1
재미있네요,Adjective,10.0,15
재미있는,Adjective,1.0,1
재미있는,Adjective,4.0,1
재미있는,Adjective,5.0,1
재미있는,Adjective,6.0,2
재미있는,Adjective,7.0,2
재미있는,Adjective,8.0,2
재미있는,Adjective,9.0,3
재미있는,Adjective,10.0,7
재미있는거,Adjective,10.0,2
재미있는거에요,Adjective,10.0,1
재미있는것,Adjective,10.0,1
재미있는데,Adjective,6.0,1
재미있는데,Adjective,7.0,1
재미있는데,Adjective,8.0,1
재미있는데,Adjective,9.0,1
재미있는데,Adjective,10.0,8
재미있는데요,Adjective,10.0,2
재미있는듯,Adjective,10.0,2
재미있다,Adjective,5.0,1
재미있다,Adjective,6.0,1
재미있다,Adjective,7.0,2
재미있다,Adjective,8.0,2
재미있다,Adjective,9.0,3
재미있다,Adjective,10.0,17
재미있다고,Adjective,1.0,1
재미있다고,Adjective,9.0,1
재미있다는,Adjective,2.0,1
재미있다는,Adjective,10.0,2
재미있다는거,Adjective,9.0,1
재미있다는지,Adjective,4.0,1
재미있당,Adjective,10.0,1
재미있더군요,Adjective,10.0,1
재미있더라고요,Adjective,10.0,1
재미있더라구요,Adjective,10.0,2
재미있던걸요,Adjective,10.0,1
재미있던데,Adjective,7.0,2
재미있던데,Adjective,10.0,7
재미있데요,Adjective,10.0,1
재미있서요,Adjective,10.0,1
재미있습니다,Adjective,8.0,1
재미있습니다,Adjective,9.0,2
재미있습니다,Adjective,10.0,12
재미있어,Adjective,10.0,11
재미있어나도,Adjective,10.0,1
재미있어서,Adjective,10.0,2
재미있어여,Adjective,10.0,3
재미있어요,Adjective,2.0,1
재미있어요,Adjective,7.0,1
재미있어요,Adjective,8.0,1
재미있어요,Adjective,9.0,7
재미있어요,Adjective,10.0,84
재미있어용,Adjective,10.0,1
재미있엇다,Adjective,10.0,1
재미있었,Adjective,10.0,1
재미있었고,Adjective,8.0,1
재미있었고,Adjective,9.0,1
재미있었고,Adjective,10.0,4
재미있었고요,Adjective,9.0,1
재미있었구요,Adjective,10.0,1
재미있었네요,Adjective,10.0,1
재미있었는데,Adjective,7.0,1
재미있었는데,Adjective,8.0,2
재미있었는데,Adjective,9.0,1
재미있었는데,Adjective,10.0,16
재미있었다,Adjective,8.0,2
재미있었다,Adjective,9.0,4
재미있었다,Adjective,10.0,16
재미있었다고,Adjective,10.0,2
재미있었다는,Adjective,9.0,1
재미있었당,Adjective,9.0,1
재미있었던,Adjective,9.0,1
재미있었던,Adjective,10.0,1
재미있었던거,Adjective,10.0,1
재미있었습니다,Adjective,10.0,8
재미있었어,Adjective,10.0,3
재미있었어여,Adjective,10.0,1
재미있었어요,Adjective,7.0,1
재미있었어요,Adjective,8.0,6
재미있었어요,Adjective,9.0,6
재미있었어요,Adjective,10.0,35
재미있었어용,Adjective,10.0,1
재미있었여요,Adjective,10.0,1
재미있었요,Adjective,8.0,1
재미있었으나,Adjective,5.0,1
재미있었으나,Adjective,8.0,1
재미있었을텐데,Adjective,9.0,1
재미있었을텐데,Adjective,10.0,1
재미있었음,Adjective,2.0,1
재미있었음,Adjective,7.0,1
재미있었음,Adjective,8.0,2
재미있었음,Adjective,10.0,12
재미있었지만,Adjective,9.0,2
재미있었지만,Adjective,10.0,1
재미있용,Adjective,10.0,1
재미있을,Adjective,10.0,3
재미있을거에요,Adjective,10.0,1
재미있을것,Adjective,10.0,3
재미있을꺼,Adjective,5.0,1
재미있을듯,Adjective,6.0,1
재미있을듯,Adjective,7.0,1
재미있을듯,Adjective,10.0,1
재미있음,Adjective,7.0,2
재미있음,Adjective,8.0,3
재미있음,Adjective,9.0,1
재미있음,Adjective,10.0,26
재미있지,Adjective,6.0,1
재미있지는,Adjective,8.0,1
재미있지는,Adjective,10.0,1
재미있지만,Adjective,8.0,1
재미있진,Adjective,7.0,1
재미있진,Adjective,8.0,1
재밋,Noun,1.0,1
재밋,Noun,4.0,1
재밋,Noun,7.0,1
재밋,Noun,8.0,5
재밋,Noun,9.0,4
재밋,Noun,10.0,27
재밋게봣는데,Noun,9.0,1
재밋게봣어,Noun,10.0,1
재밋군,Noun,9.0,1
재밋군,Noun,10.0,1
재밋기,Noun,10.0,1
재밋긴재밋는뎅,Noun,9.0,1
재밋긴햇는데,Noun,6.0,1
재밋내,Noun,9.0,1
재밋네,Noun,8.0,1
재밋네,Noun,10.0,2
재밋네염,Noun,10.0,1
재밋는,Noun,9.0,1
재밋는,Noun,10.0,1
재밋는거,Noun,10.0,1
재밋는대,Noun,8.0,1
재밋는데,Noun,9.0,1
재밋는데,Noun,10.0,3
재밋는듭,Noun,10.0,1
재밋는줄,Noun,1.0,1
재밋다,Noun,10.0,4
재밋당,Noun,10.0,1
재밋댓는데,Noun,1.0,1
재밋더,Noun,10.0,1
재밋듬,Noun,10.0,1
재밋삼,Noun,10.0,1
재밋서,Noun,10.0,1
재밋숨,Noun,9.0,1
재밋숴,Noun,10.0,1
재밋슴,Noun,10.0,1
재밋습니,Noun,10.0,2
재밋써,Noun,10.0,1
재밋씀,Noun,10.0,1
재밋씀니,Noun,10.0,1
재밋어,Noun,7.0,2
재밋어,Noun,9.0,4
재밋어,Noun,10.0,24
재밋어료,Noun,9.0,1
재밋어욬,Noun,10.0,1
재밋엇,Noun,7.0,1
재밋엇구,Noun,10.0,1
재밋엇는뎅,Noun,10.0,2
재밋엇다,Noun,10.0,2
재밋엇어,Noun,10.0,2
재밋엇어욤,Noun,10.0,1
재밋엇음,Noun,10.0,2
재밋었,Noun,10.0,1
재밋었던것,Noun,10.0,1
재밋었던영화,Noun,10.0,1
재밋었습니,Noun,10.0,3
재밋었어,Noun,7.0,1
재밋었어,Noun,9.0,1
재밋었어,Noun,10.0,3
재밋었음,Noun,8.0,1
재밋었음,Noun,10.0,2
재밋음,Noun,8.0,1
재밋음,Noun,9.0,1
재밋음,Noun,10.0,12
재밋잇어,Noun,10.0,1
재밌,Adjective,1.0,1
재밌,Adjective,8.0,4
재밌,Adjective,10.0,18
재밌게,Adjective,5.0,1
재밌게,Adjective,6.0,1
재밌게,Adjective,7.0,6
재밌게,Adjective,8.0,14
재밌게,Adjective,9.0,16
재밌게,Adjective,10.0,68
재밌게보다,Adjective,6.0,1
재밌게잘,Adjective,10.0,1
재밌겠네,Adjective,6.0,1
재밌겠다,Adjective,3.0,1
재밌겠다,Adjective,10.0,1
재밌겠지만,Adjective,3.0,1
재밌고,Adjective,1.0,1
재밌고,Adjective,6.0,1
재밌고,Adjective,8.0,1
재밌고,Adjective,9.0,1
재밌고,Adjective,10.0,14
재밌구,Adjective,9.0,1
재밌군,Adjective,10.0,1
재밌기,Adjective,10.0,1
재밌기도,Adjective,8.0,1
재밌기도,Adjective,10.0,1
재밌기만,Adjective,9.0,1
재밌기만,Adjective,10.0,5
재밌긴,Adjective,5.0,2
재밌긴,Adjective,6.0,1
재밌긴,Adjective,7.0,2
재밌긴,Adjective,8.0,2
재밌긴,Adjective,9.0,4
재밌긴,Adjective,10.0,2
재밌긴하더라,Adjective,7.0,1
재밌긴한데,Adjective,8.0,2
재밌긴한데,Adjective,9.0,2
재밌긴한데,Adjective,10.0,2
재밌나요,Adjective,10.0,1
재밌내,Adjective,1.0,1
재밌냐,Adjective,1.0,1
재밌네,Adjective,7.0,1
재밌네,Adjective,8.0,2
재밌네,Adjective,10.0,4
재밌네여,Adjective,3.0,1
재밌네여,Adjective,9.0,1
재밌네요,Adjective,1.0,1
재밌네요,Adjective,6.0,1
재밌네요,Adjective,7.0,1
재밌네요,Adjective,8.0,5
재밌네요,Adjective,9.0,6
재밌네요,Adjective,10.0,25
재밌는,Adjective,1.0,1
재밌는,Adjective,5.0,1
재밌는,Adjective,6.0,3
재밌는,Adjective,7.0,4
재밌는,Adjective,8.0,5
재밌는,Adjective,9.0,2
재밌는,Adjective,10.0,21
재밌는거,Adjective,8.0,1
재밌는거에요,Adjective,10.0,1
재밌는건,Adjective,1.0,1
재밌는건,Adjective,3.0,1
재밌는건,Adjective,5.0,1
재밌는걸,Adjective,10.0,1
재밌는것,Adjective,6.0,1
재밌는것,Adjective,8.0,1
재밌는것,Adjective,10.0,2
재밌는게,Adjective,3.0,1
재밌는대,Adjective,10.0,1
재밌는데,Adjective,1.0,1
재밌는데,Adjective,5.0,1
재밌는데,Adjective,7.0,1
재밌는데,Adjective,8.0,3
재밌는데,Adjective,9.0,4
재밌는데,Adjective,10.0,17
재밌는데요,Adjective,8.0,1
재밌는데요,Adjective,10.0,4
재밌는듯,Adjective,5.0,1
재밌는지,Adjective,2.0,1
재밌는지,Adjective,6.0,1
재밌다,Adjective,4.0,1
재밌다,Adjective,6.0,2
재밌다,Adjective,7.0,1
재밌다,Adjective,8.0,2
재밌다,Adjective,9.0,3
재밌다,Adjective,10.0,34
재밌다고,Adjective,2.0,1
재밌다고,Adjective,4.0,1
재밌다고,Adjective,5.0,2
재밌다고,Adjective,6.0,1
재밌다고,Adjective,7.0,1
재밌다고,Adjective,8.0,1
재밌다고,Adjective,10.0,4
재밌다구,Adjective,10.0,1
재밌다는,Adjective,1.0,2
재밌다는,Adjective,2.0,1
재밌다는,Adjective,5.0,1
재밌다는,Adjective,6.0,1
재밌다는,Adjective,10.0,2
재밌다는건,Adjective,5.0,1
재밌다는데,Adjective,4.0,1
재밌다는데,Adjective,9.0,1
재밌다니,Adjective,1.0,1
재밌다니,Adjective,5.0,1
재밌다지만,Adjective,3.0,1
재밌단,Adjective,1.0,1
재밌더군요,Adjective,8.0,1
재밌더라,Adjective,10.0,2
재밌더만,Adjective,10.0,1
재밌던,Adjective,10.0,1
재밌던나는,Adjective,10.0,1
재밌던데,Adjective,6.0,1
재밌던데,Adjective,8.0,1
재밌던데,Adjective,9.0,2
재밌던데,Adjective,10.0,23
재밌던데요,Adjective,10.0,1
재밌든데,Adjective,10.0,2
재밌디,Adjective,1.0,1
재밌습니다,Adjective,1.0,1
재밌습니다,Adjective,8.0,1
재밌습니다,Adjective,9.0,1
재밌습니다,Adjective,10.0,8
재밌습디다,Adjective,10.0,1
재밌어,Adjective,8.0,1
재밌어,Adjective,9.0,2
재밌어,Adjective,10.0,17
재밌어서,Adjective,10.0,5
재밌어여,Adjective,9.0,1
재밌어여,Adjective,10.0,6
재밌어요,Adjective,1.0,1
재밌어요,Adjective,6.0,1
재밌어요,Adjective,7.0,4
재밌어요,Adjective,8.0,6
재밌어요,Adjective,9.0,6
재밌어요,Adjective,10.0,121
재밌어용,Adjective,9.0,1
재밌어용,Adjective,10.0,3
재밌어하는,Adjective,1.0,1
재밌어하시네요,Adjective,10.0,1
재밌엇다,Adjective,10.0,1
재밌엇음,Noun,10.0,2
재밌었,Adjective,9.0,1
재밌었,Adjective,10.0,3
재밌었고,Adjective,10.0,2
재밌었고요,Adjective,10.0,1
재밌었긴,Adjective,6.0,1
재밌었네요,Adjective,8.0,1
재밌었는,Adjective,9.0,3
재밌었는데,Adjective,1.0,1
재밌었는데,Adjective,4.0,1
재밌었는데,Adjective,7.0,2
재밌었는데,Adjective,8.0,1
재밌었는데,Adjective,9.0,6
재밌었는데,Adjective,10.0,19
재밌었는데난,Adjective,9.0,1
재밌었다,Adjective,7.0,1
재밌었다,Adjective,8.0,4
재밌었다,Adjective,9.0,3
재밌었다,Adjective,10.0,12
재밌었다고,Adjective,10.0,2
재밌었당,Adjective,8.0,1
재밌었던,Adjective,10.0,3
재밌었던거,Adjective,10.0,1
재밌었던것,Adjective,8.0,1
재밌었던것,Adjective,9.0,1
재밌었습니다,Adjective,9.0,2
재밌었습니다,Adjective,10.0,12
재밌었어,Adjective,10.0,3
재밌었어여,Adjective,10.0,2
재밌었어요,Adjective,7.0,4
재밌었어요,Adjective,8.0,4
재밌었어요,Adjective,9.0,4
재밌었어요,Adjective,10.0,59
재밌었었는데,Adjective,8.0,1
재밌었었어요,Adjective,10.0,1
재밌었여,Adjective,10.0,1
재밌었을걸,Adjective,8.0,1
재밌었을듯,Adjective,10.0,1
재밌었을텐데,Adjective,7.0,1
재밌었을텐데,Adjective,10.0,1
재밌었음,Adjective,7.0,1
재밌었음,Adjective,8.0,8
재밌었음,Adjective,9.0,8
재밌었음,Adjective,10.0,35
재밌었지,Adjective,7.0,1
재밌었지만,Adjective,7.0,1
재밌었지만,Adjective,8.0,1
재밌었지만,Adjective,10.0,2
재밌웄드,Noun,10.0,1
재밌으면,Adjective,10.0,1
재밌으면서도,Adjective,9.0,1
재밌은,Adjective,10.0,2
재밌을,Adjective,2.0,1
재밌을,Adjective,6.0,1
재밌을,Adjective,8.0,1
재밌을,Adjective,10.0,4
재밌을꺼,Adjective,9.0,1
재밌을꺼,Adjective,10.0,1
재밌을만한,Adjective,10.0,1
재밌을수도,Adjective,10.0,1
재밌을줄이야,Adjective,10.0,1
재밌음,Adjective,4.0,1
재밌음,Adjective,6.0,2
재밌음,Adjective,7.0,2
재밌음,Adjective,8.0,5
재밌음,Adjective,9.0,6
재밌음,Adjective,10.0,75
재밌있음,Adjective,10.0,1
재밌지,Adjective,1.0,1
재밌지,Adjective,7.0,1
재밌지,Adjective,9.0,1
재밌지,Adjective,10.0,4
재밌지는,Adjective,5.0,1
재밌지는,Adjective,7.0,2
재밌지는,Adjective,8.0,1
재밌지만,Adjective,5.0,1
재밌지만,Adjective,7.0,1
재밌지만,Adjective,8.0,1
재밌진,Adjective,7.0,1
재밌진,Adjective,10.0,2
재버워키,Noun,10.0,3
재수,Noun,4.0,1
재수없는,Adjective,9.0,1
재수없었다,Adjective,8.0,1
재우고,Verb,2.0,1
재일,Noun,10.0,2
재있,Verb,10.0,1
재있어요,Verb,10.0,1
재있었어요,Verb,10.0,1
재있음,Verb,10.0,1
재창,Noun,10.0,3
재치,Noun,8.0,1
재치,Noun,10.0,1
재탄생,Noun,10.0,1
재해,Noun,9.0,1
재현,Noun,9.0,1
재현,Noun,10.0,3
잰,Verb,1.0,1
잼,Noun,1.0,10
잼,Noun,4.0,2
잼,Noun,5.0,2
잼,Noun,6.0,1
잼,Noun,8.0,4
잼,Noun,9.0,3
잼,Noun,10.0,40
잼긴재밋음,Noun,9.0,1
잼나게,Verb,8.0,1
잼나게,Verb,10.0,2
잼나내,Verb,8.0,1
잼나던데,Verb,9.0,1
잼나요,Verb,1.0,1
잼나요,Verb,10.0,5
잼남,Noun,10.0,1
잼네요,Verb,10.0,1
잼는데,Verb,10.0,2
잼다,Verb,1.0,1
잼다,Verb,10.0,1
잼다하지만,Verb,1.0,1
잼당,Verb,10.0,1
잼밌음,Noun,10.0,1
잼섯음,Noun,10.0,1
잼슴,Noun,10.0,2
잼써욤,Noun,10.0,1
잼썻음,Noun,10.0,1
잼었음,Verb,9.0,1
잼음,Verb,10.0,1
잼이기만,Verb,10.0,1
잼이는,Verb,2.0,1
잼이써욤,Noun,10.0,1
잼이었는,Verb,10.0,1
잼이에,Verb,10.0,1
잼이였다,Verb,10.0,1
잼있,Verb,10.0,2
잼있게,Verb,6.0,1
잼있게,Verb,8.0,1
잼있게,Verb,10.0,5
잼있겠네요,Verb,8.0,1
잼있나요,Verb,10.0,1
잼있냐는,Verb,9.0,1
잼있네요,Verb,9.0,1
잼있네요,Verb,10.0,1
잼있는,Verb,10.0,1
잼있는거,Verb,10.0,1
잼있는데,Verb,10.0,1
잼있는듯,Verb,10.0,1
잼있다,Verb,10.0,1
잼있다하네요,Verb,7.0,1
잼있당,Verb,10.0,1
잼있던데,Verb,10.0,2
잼있드,Noun,10.0,1
잼있습니다,Verb,10.0,3
잼있아요,Verb,10.0,1
잼있어,Verb,10.0,3
잼있어여,Verb,10.0,2
잼있어요,Verb,7.0,1
잼있어요,Verb,10.0,13
잼있어용,Verb,10.0,1
잼있었는,Verb,10.0,1
잼있었는데,Verb,8.0,1
잼있었는데,Verb,9.0,1
잼있었는데여,Verb,10.0,1
잼있었다,Verb,10.0,4
잼있었습니다,Verb,10.0,1
잼있었어여,Verb,10.0,1
잼있었어요,Verb,8.0,1
잼있었어요,Verb,10.0,3
잼있었어용,Verb,10.0,1
잼있었을듯,Verb,8.0,1
잼있었음,Verb,10.0,2
잼있었지만,Verb,10.0,2
잼있을것,Verb,10.0,1
잼있을줄,Verb,1.0,1
잼있음,Verb,10.0,15
잼있지도,Verb,6.0,1
잼있쩌,Noun,10.0,1
잼졸,Noun,10.0,1
쟁이,Suffix,8.0,1
쟈,Noun,10.0,1
쟈니,Noun,7.0,1
쟈니,Noun,8.0,1
쟈니뎁,Noun,6.0,1
쟈니뎁,Noun,10.0,1
저,Determiner,1.0,2
저,Determiner,2.0,1
저,Determiner,3.0,1
저,Determiner,4.0,2
저,Determiner,5.0,1
저,Determiner,6.0,1
저,Determiner,7.0,2
저,Determiner,8.0,2
저,Determiner,9.0,3
저,Determiner,10.0,8
저,Modifier,1.0,1
저,Modifier,4.0,2
저,Modifier,5.0,2
저,Modifier,6.0,2
저,Modifier,7.0,3
저,Modifier,8.0,1
저,Modifier,9.0,1
저,Modifier,10.0,1
저,Noun,1.0,6
저,Noun,2.0,1
저,Noun,3.0,1
저,Noun,5.0,7
저,Noun,6.0,5
저,Noun,7.0,5
저,Noun,8.0,4
저,Noun,9.0,10
저,Noun,10.0,49
저녁,Noun,1.0,1
저녁,Noun,10.0,1
저런,Noun,8.0,1
저런,Noun,10.0,2
저렇게,Adverb,8.0,1
저렇게,Adverb,9.0,2
저렇게,Adverb,10.0,2
저리,Noun,10.0,1
저만,Modifier,5.0,1
저만,Modifier,6.0,1
저번,Noun,10.0,3
저서,Noun,6.0,1
저절로,Noun,10.0,1
저팬,Noun,10.0,1
저하,Noun,3.0,1
저희,Modifier,10.0,1
저희,Noun,7.0,2
저희,Noun,10.0,3
적,Noun,1.0,1
적,Noun,5.0,1
적,Noun,6.0,1
적,Noun,7.0,1
적,Noun,8.0,4
적,Noun,10.0,8
적,Suffix,1.0,10
적,Suffix,2.0,3
적,Suffix,3.0,5
적,Suffix,4.0,10
적,Suffix,5.0,8
적,Suffix,6.0,13
적,Suffix,7.0,31
적,Suffix,8.0,32
적,Suffix,9.0,29
적,Suffix,10.0,113
적게,Verb,10.0,1
적게주는것도,Verb,8.0,1
적극,Noun,10.0,1
적는데,Verb,2.0,1
적당,Noun,7.0,1
적당,Noun,10.0,2
적당하다고,Adjective,7.0,1
적당한,Adjective,8.0,1
적당한거,Adjective,10.0,1
적당한듯,Adjective,4.0,1
적당한듯,Adjective,7.0,1
적당할듯,Adjective,7.0,1
적당할듯,Adjective,10.0,1
적당해,Adjective,6.0,1
적당히,Adjective,7.0,1
적습니다,Verb,1.0,1
적어도,Adverb,5.0,1
적어도,Adverb,8.0,1
적어도,Adverb,10.0,2
적어주세요,Verb,2.0,1
적은,Verb,1.0,2
적은,Verb,3.0,1
적이네요,Verb,7.0,1
적이네요,Verb,10.0,1
적이였고,Verb,7.0,1
적이였고,Verb,8.0,1
적이였다,Verb,8.0,1
적이였다,Verb,10.0,1
적이였어요,Verb,10.0,2
적인것,Verb,6.0,1
적인것,Verb,8.0,1
적인것도,Verb,5.0,1
적임,Noun,10.0,2
적절하므로,Adjective,1.0,1
적절한,Adjective,10.0,1
적절함,Adjective,7.0,1
적합한,Adjective,10.0,1
적합한듯,Adjective,10.0,1
전,Modifier,1.0,1
전,Modifier,5.0,2
전,Modifier,8.0,1
전,Modifier,9.0,2
전,Modifier,10.0,6
전,Noun,1.0,6
전,Noun,2.0,1
전,Noun,3.0,2
전,Noun,4.0,1
전,Noun,5.0,3
전,Noun,6.0,2
전,Noun,7.0,6
전,Noun,8.0,10
전,Noun,9.0,6
전,Noun,10.0,48
전개,Noun,1.0,3
전개,Noun,2.0,1
전개,Noun,3.0,1
전개,Noun,4.0,5
전개,Noun,5.0,6
전개,Noun,6.0,8
전개,Noun,7.0,10
전개,Noun,8.0,5
전개,Noun,9.0,2
전개,Noun,10.0,10
전개도,Noun,1.0,2
전개도,Noun,3.0,1
전개도,Noun,7.0,1
전결,Noun,5.0,1
전결,Noun,8.0,1
전달,Noun,10.0,1
전락,Noun,1.0,1
전략,Noun,4.0,1
전망,Noun,9.0,1
전망,Noun,10.0,1
전문,Noun,5.0,1
전반,Noun,4.0,1
전반,Noun,9.0,1
전부,Noun,4.0,1
전부,Noun,5.0,1
전부,Noun,7.0,2
전부,Noun,10.0,1
전사,Noun,1.0,2
전사,Noun,4.0,1
전사,Noun,5.0,1
전사,Noun,7.0,2
전사,Noun,8.0,1
전사,Noun,10.0,1
전생,Noun,10.0,1
전설,Noun,4.0,1
전성기,Noun,7.0,1
전에,Foreign,3.0,1
전에,Foreign,10.0,1
전율,Noun,1.0,1
전인,Noun,7.0,1
전작,Noun,1.0,1
전작,Noun,7.0,1
전재밋게봣음,Noun,10.0,1
전재밋던데욬,Noun,10.0,1
전재밋었음,Noun,10.0,1
전쟁,Noun,7.0,1
전쟁,Noun,9.0,1
전쟁씬,Noun,5.0,1
전쟁영화,Noun,7.0,1
전진,Noun,10.0,1
전체,Noun,1.0,5
전체,Noun,4.0,1
전체,Noun,5.0,1
전체,Noun,6.0,4
전체,Noun,7.0,6
전체,Noun,8.0,6
전체,Noun,9.0,3
전체,Noun,10.0,8
전체관람가,Noun,1.0,1
전체관람가,Noun,4.0,1
전체관람가,Noun,5.0,3
전체관람가,Noun,6.0,1
전체관람가,Noun,7.0,2
전체관람가,Noun,8.0,5
전체관람가,Noun,9.0,4
전체관람가,Noun,10.0,3
전투,Noun,5.0,1
전편,Noun,8.0,1
전하,Noun,5.0,1
전하,Noun,8.0,1
전하,Noun,10.0,1
전혀,Noun,1.0,3
전혀,Noun,2.0,1
전혀,Noun,3.0,1
전혀,Noun,4.0,2
전혀,Noun,5.0,1
전혀,Noun,6.0,3
전혀,Noun,7.0,1
전혀,Noun,9.0,1
전혀,Noun,10.0,6
전형,Noun,4.0,1
전형,Noun,5.0,1
전형,Noun,8.0,1
전효성,Noun,10.0,1
절,Noun,1.0,1
절,Noun,2.0,1
절,Noun,10.0,1
절대,Noun,1.0,9
절대,Noun,3.0,2
절대,Noun,5.0,1
절대,Noun,8.0,1
절대,Noun,10.0,5
절대로,Noun,1.0,1
절대로,Noun,6.0,2
절때,Noun,1.0,1
절락,Noun,7.0,1
절로,Noun,10.0,1
절망,Noun,7.0,1
절용,Noun,10.0,2
절정,Noun,2.0,1
점,Noun,1.0,23
점,Noun,2.0,2
점,Noun,3.0,2
점,Noun,4.0,2
점,Noun,5.0,10
점,Noun,6.0,11
점,Noun,7.0,19
점,Noun,8.0,17
점,Noun,9.0,11
점,Noun,10.0,83
점도,Noun,1.0,2
점도,Noun,3.0,1
점수,Noun,1.0,2
점수,Noun,4.0,1
점수,Noun,5.0,1
점수,Noun,6.0,2
점수,Noun,7.0,4
점수,Noun,8.0,3
점수,Noun,9.0,3
점수,Noun,10.0,7
점심식사,Noun,1.0,1
점점,Noun,1.0,1
점점,Noun,4.0,1
점점,Noun,6.0,1
점점,Noun,10.0,1
점주,Noun,1.0,1
점주,Noun,3.0,1
점주,Noun,7.0,1
점주,Noun,10.0,8
점준,Noun,1.0,2
점준,Noun,10.0,1
점줄,Noun,8.0,1
점줌,Noun,9.0,1
점줌,Noun,10.0,2
접,Noun,4.0,1
접,Noun,5.0,1
접,Noun,7.0,1
접영,Noun,1.0,1
접하니,Verb,10.0,1
접함,Noun,5.0,1
정,Noun,6.0,1
정,Noun,10.0,2
정가,Noun,10.0,1
정권,Noun,10.0,1
정도,Noun,1.0,4
정도,Noun,2.0,2
정도,Noun,3.0,2
정도,Noun,4.0,1
정도,Noun,5.0,4
정도,Noun,6.0,11
정도,Noun,7.0,13
정도,Noun,8.0,13
정도,Noun,9.0,8
정도,Noun,10.0,39
정돈,Noun,3.0,1
정리,Noun,9.0,1
정말,Exclamation,9.0,6
정말,Exclamation,10.0,12
정말,Noun,1.0,59
정말,Noun,2.0,5
정말,Noun,3.0,6
정말,Noun,4.0,3
정말,Noun,5.0,11
정말,Noun,6.0,7
정말,Noun,7.0,19
정말,Noun,8.0,19
정말,Noun,9.0,24
정말,Noun,10.0,215
정말로,Adverb,1.0,1
정말로,Adverb,10.0,3
정말재밋,Noun,10.0,1
정말재밋었,Noun,9.0,1
정서,Noun,1.0,1
정서,Noun,8.0,1
정서,Noun,9.0,1
정서,Noun,10.0,1
정석,Noun,5.0,1
정석,Noun,7.0,1
정석,Noun,8.0,1
정선,Noun,1.0,1
정신,Noun,1.0,3
정신,Noun,2.0,1
정신,Noun,3.0,1
정신,Noun,5.0,1
정신,Noun,6.0,4
정신,Noun,7.0,1
정신,Noun,8.0,2
정신건강,Noun,1.0,1
정신차리고,Adjective,1.0,1
정심,Noun,10.0,1
정이,Noun,6.0,1
정작,Noun,6.0,1
정체,Noun,5.0,1
정판,Noun,2.0,1
정해,Noun,9.0,1
정해,Noun,10.0,1
젖어,Verb,8.0,1
젖절,Noun,1.0,1
제,Modifier,1.0,1
제,Modifier,3.0,1
제,Modifier,4.0,1
제,Modifier,6.0,2
제,Modifier,7.0,1
제,Modifier,8.0,1
제,Modifier,9.0,1
제,Modifier,10.0,5
제,Noun,1.0,3
제,Noun,4.0,2
제,Noun,6.0,1
제,Noun,7.0,1
제,Noun,8.0,3
제,Noun,9.0,1
제,Noun,10.0,24
제각기,Noun,5.0,1
제거,Noun,7.0,1
제국주의,Noun,2.0,1
제국주의,Noun,4.0,2
제국주의,Noun,6.0,1
제국주의,Noun,8.0,1
제대로,Noun,1.0,1
제대로,Noun,3.0,1
제대로,Noun,4.0,1
제대로,Noun,6.0,1
제대로,Noun,8.0,1
제대로,Noun,9.0,3
제대로,Noun,10.0,8
제로,Noun,5.0,2
제로,Noun,6.0,2
제목,Noun,5.0,2
제목,Noun,6.0,1
제목,Noun,7.0,1
제목,Noun,9.0,1
제목,Noun,10.0,2
제밋다,Noun,10.0,1
제밌다,Noun,10.0,1
제밌음,Noun,10.0,2
제발,Noun,1.0,5
제발,Noun,4.0,1
제발,Noun,5.0,1
제발,Noun,9.0,2
제발,Noun,10.0,2
제버워크,Noun,8.0,1
제법,Noun,4.0,1
제왕,Noun,8.0,1
제왕,Noun,10.0,1
제외,Noun,1.0,1
제외,Noun,5.0,1
제외,Noun,7.0,1
제외,Noun,8.0,1
제일,Noun,1.0,2
제일,Noun,4.0,1
제일,Noun,6.0,1
제일,Noun,8.0,2
제일,Noun,10.0,10
제작,Noun,4.0,1
제작,Noun,6.0,1
제작비,Noun,2.0,1
제작비,Noun,6.0,1
제작비,Noun,10.0,1
제품,Noun,1.0,1
제한,Noun,4.0,1
제한,Noun,7.0,1
젠,Noun,2.0,1
젠,Noun,3.0,1
젠,Noun,5.0,1
젠,Noun,6.0,1
젠,Noun,7.0,1
젠,Noun,9.0,1
젠,Noun,10.0,1
젠장,Noun,1.0,1
젠장,Noun,6.0,2
젠장,Noun,8.0,1
젤,Noun,1.0,2
젤,Noun,10.0,3
젬,Noun,9.0,1
져,Verb,5.0,1
져,Verb,6.0,1
졌다,Verb,9.0,1
졌으면,Verb,10.0,1
졌을텐데,Verb,5.0,1
졎까,Noun,10.0,1
조,Modifier,6.0,1
조,Modifier,7.0,1
조,Modifier,8.0,2
조,Modifier,10.0,2
조,Noun,1.0,2
조,Noun,10.0,1
조,Suffix,2.0,1
조,Suffix,8.0,1
조,Suffix,9.0,1
조,Suffix,10.0,4
조금,Noun,1.0,1
조금,Noun,3.0,2
조금,Noun,5.0,1
조금,Noun,6.0,9
